image_path,filename,label,label_str,dataset_name,source,generator,generator_family,original_dataset_split,width,height,file_format,file_size,sha256,split
data/raw/cifake/real/real_cifar10_03909.png,real_cifar10_03909.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,878,a36ca4725106d55bc48d2548b3ed99b20d686b34d7318b7c0c3332969537bb7d,train
data/raw/cifake/real/real_cifar10_00852.png,real_cifar10_00852.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,906,803d23c76b9da3e8dacb4ff9304fe7100877325d9a156fb32d52bbda7ba3e55e,train
data/raw/cifake/real/real_cifar10_06163.png,real_cifar10_06163.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,856,febfb00731d13bc883704373c517b0e1bdd0b7d828f3b04632519eedb086fc16,train
data/raw/cifake/real/real_cifar10_07107.png,real_cifar10_07107.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,957,4223a2236ae469dcf9d25e27e69a37e19374d083e7fe66643ba3c91ee6f87267,train
data/raw/cifake/real/real_cifar10_03661.png,real_cifar10_03661.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,927,f45b4c8c04dd385c938069d0cf00187a2e232f02438a097a89878432d794ef3d,train
data/raw/cifake/real/real_cifar10_01074.png,real_cifar10_01074.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,968,29837b44066d24848976415f960cf8f69f839994865c1bebae6a203594c776ac,train
data/raw/cifake/real/real_cifar10_04930.png,real_cifar10_04930.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,953,7f6961ac8005607c476137560b49c115f2622f60651077a6567834a9d0759691,train
data/raw/cifake/real/real_cifar10_07307.png,real_cifar10_07307.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,954,07699fccfa245f04d606c582deaf93f12bcbfd2735ea4e70b4b1bde605f911af,train
data/raw/cifake/real/real_cifar10_04157.png,real_cifar10_04157.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,937,b954c627ad56229509f5765e6d243cd110d697093ce452f9496cc4293d6193fa,train
data/raw/cifake/real/real_cifar10_01096.png,real_cifar10_01096.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,967,eb50d7b4a9d70127024e6d82f6837ad2ddf39c3c573d8fa8e6cee4acfc51a501,train
data/raw/cifake/real/real_cifar10_03461.png,real_cifar10_03461.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,942,c8372615dd193fc356505101723ca4098aad3d6d03fd7cdf0a3511686b76c7a8,train
data/raw/cifake/real/real_cifar10_00266.png,real_cifar10_00266.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,893,36e334a0511776d0405cf6c8467a054615ad51e50f4e43ec86af31b266fbf797,train
data/raw/cifake/real/real_cifar10_04755.png,real_cifar10_04755.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,967,ca7ca68ba20b235f8ac316f08fbfeea57946fb5b580e0c30fbe64e584a2dd0b6,train
data/raw/cifake/real/real_cifar10_07853.png,real_cifar10_07853.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,945,a3e6c9613097f7b14d1ae141cae31737f9838c4a24d9ae2f01871766699a7aef,train
data/raw/cifake/real/real_cifar10_04152.png,real_cifar10_04152.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,887,5dbf61ab29063c47d5b8365efd399b19ea5f59bfc629da3afa988a171c4035be,train
data/raw/cifake/real/real_cifar10_05426.png,real_cifar10_05426.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,908,821e45aadda644d922f72951bfb31327ebe8c75134934d5ef862e1c21d0a981d,train
data/raw/cifake/real/real_cifar10_06649.png,real_cifar10_06649.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,740,6423d77001fa480caccc4820ce9e2e9ec673188a96c95ec1a45d7f7127ddc672,train
data/raw/cifake/real/real_cifar10_01364.png,real_cifar10_01364.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,939,032332980d5136fbd603ab995a4b89f976582ee4a385a7356e93195dfffa1ed3,train
data/raw/cifake/real/real_cifar10_06995.png,real_cifar10_06995.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,912,465ec3801ee1a8b61433d1ae636345ddbde404d9393e9aa22658711653b4ef66,train
data/raw/cifake/real/real_cifar10_02158.png,real_cifar10_02158.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,873,d83f62933d4507c0903940fa18333296817d6e793fd047ab7df2102edbf5e03d,train
data/raw/cifake/real/real_cifar10_00862.png,real_cifar10_00862.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,846,94a3a2c04169e19baf4eec57ebfb6344b8fbb8992ea4cbe6fd909beba4f0a82c,train
data/raw/cifake/real/real_cifar10_07902.png,real_cifar10_07902.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,946,296a59e6e364ed01dee7aab7145531bac9e3d24f0248b93653f2735ba6e16967,train
data/raw/cifake/real/real_cifar10_00567.png,real_cifar10_00567.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,914,325a09e2bc40da3c1a50f02c415039fd02503610ec79476ca3ace61cba95891f,train
data/raw/cifake/real/real_cifar10_07314.png,real_cifar10_07314.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,859,9fc16b51aa263dccb4558eb4d3f9d2dbba8d1be3c4470c4a02a8224c4a719544,train
data/raw/cifake/real/real_cifar10_06152.png,real_cifar10_06152.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,957,98cd00a032a18f45e270e9910d2cf9760d676ea05fc21c4affc26655b5d32b18,train
data/raw/cifake/real/real_cifar10_04329.png,real_cifar10_04329.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,907,9c7219be85963735fb6e2073e90e7d7774717a12486c3d90382ed969ddd8469d,train
data/raw/cifake/real/real_cifar10_00090.png,real_cifar10_00090.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,952,67d7b5242b9dae695d4ff2925a990c0b58c2382400f6f8d2f1c5de21c3a3b9f2,train
data/raw/cifake/real/real_cifar10_02845.png,real_cifar10_02845.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,888,ff7a4a6c1957218c863cc4fe7d03c28e0ae880ad413bc8bfe87536176102ef07,train
data/raw/cifake/real/real_cifar10_01186.png,real_cifar10_01186.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,912,49da7d8ccb20846fd58f012c4bb3ccce69bb2ae4fe6bcf84d371ed2a8cabcf4a,train
data/raw/cifake/real/real_cifar10_03931.png,real_cifar10_03931.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,994,a654847ff2b8153ac61abdbbe3ea319abfca9f9c1a7a7ff592dd425e9ee5a16d,train
data/raw/cifake/real/real_cifar10_03270.png,real_cifar10_03270.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,971,88c4343bdd3a8aeec73f82bf22ddd43801a54018fbb720656d523309c1b6e221,train
data/raw/cifake/real/real_cifar10_05399.png,real_cifar10_05399.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,823,9f2fd7584f94713b21f1f37cb2def0de9e99c49542d25cf00d69a8995d0e0aa8,train
data/raw/cifake/real/real_cifar10_04413.png,real_cifar10_04413.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,929,5660203c0c93211cab71b597b2c10ac02ecebee9223e1eb0c8b4ab477ba2a89d,train
data/raw/cifake/real/real_cifar10_00722.png,real_cifar10_00722.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,877,55c6844afb9c6f58e3c525f84c3b51a685b5b783028449c2b08b12b30ebc9125,train
data/raw/cifake/real/real_cifar10_05358.png,real_cifar10_05358.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,879,3685c56df4cee515dbbda33e40e52d7fd7cca60f040dda5b95b516e2486e9412,train
data/raw/cifake/real/real_cifar10_05141.png,real_cifar10_05141.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,989,1a5e84d125b23b6bc4ddab9a84f1a568c645d16b09fed8ab5bc2471178e7ecf6,train
data/raw/cifake/real/real_cifar10_03357.png,real_cifar10_03357.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,1017,7931a5a6d209e2ce26820e266c4f02990efddb10dd0c932d706bf93170c96e09,train
data/raw/cifake/real/real_cifar10_04459.png,real_cifar10_04459.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,952,fcc8c336a10f14b8abab44f439bb0bdf6209f587c6bde34423b2b84acc38a8f2,train
data/raw/cifake/real/real_cifar10_01515.png,real_cifar10_01515.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,936,5f3413df3be050e8b2d1625787c5cd9dc07eb2060ac1167481776d2e6a57d9d1,train
data/raw/cifake/real/real_cifar10_01452.png,real_cifar10_01452.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,840,5f1a505ec9229aba9dffd522cd67ee7861c1ce40711ea0ddee4a20219096906d,train
data/raw/cifake/real/real_cifar10_00635.png,real_cifar10_00635.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,870,dfe3b569d642a6d880893f5d32eac928c4e3e9a3d125a0fab06036bc901d5075,train
data/raw/cifake/real/real_cifar10_06744.png,real_cifar10_06744.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,857,e3b5907e2fe869fc234794398b1dcf413f16e9959c498f9e7250f3c437e3a78e,train
data/raw/cifake/real/real_cifar10_06070.png,real_cifar10_06070.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,1009,d66de1299cddca8a0887fdf547129d55140eb70aec3552e37a2fb62601c59a10,train
data/raw/cifake/real/real_cifar10_06359.png,real_cifar10_06359.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,903,ed32cbbb9b8f01f69a3529a868f7542926fd7b99f2263185ec09ad4b65277b2f,train
data/raw/cifake/real/real_cifar10_05214.png,real_cifar10_05214.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,901,878702167c1246a6af326b877a37056de47e6ff9c380fc3c5313b44e7b980934,train
data/raw/cifake/real/real_cifar10_05352.png,real_cifar10_05352.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,874,e636c7e2f715a1dfda46ad4c7c00e629f3adf865f8b4fcc48d64be98ea667c1f,train
data/raw/cifake/real/real_cifar10_06009.png,real_cifar10_06009.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,869,f75a8ddb79cddb11ccd18e5492f4343b3f0243d70adf5507737296a9e5276603,train
data/raw/cifake/real/real_cifar10_06918.png,real_cifar10_06918.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,962,216b20adedf9448fa6fa7add884c3e91cf7c6ce762fdb78848ea97ad9d27568f,train
data/raw/cifake/real/real_cifar10_03028.png,real_cifar10_03028.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,915,4f140e3848b809fbc7253907365fdafb74d1e510ead735106b1936cd1913ff93,train
data/raw/cifake/real/real_cifar10_06563.png,real_cifar10_06563.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,935,050900b8cfe687a24c7196e0b5b00b9fd73b855cfb0bde557de52ed6de9a0f90,train
data/raw/cifake/real/real_cifar10_02342.png,real_cifar10_02342.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,899,083a105bce2322a3f607cd28bf8aba5c0ceb2cf007da24880ffa830afe5dada1,train
data/raw/cifake/real/real_cifar10_03637.png,real_cifar10_03637.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,1051,529837b27727a9ff02e255b3176c572fb3cf95bc14badadd463e593ee4d7f70b,train
data/raw/cifake/real/real_cifar10_02054.png,real_cifar10_02054.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,973,ae1a3c4c2912e5aa242cfcd6420533bc58b19ca888a3f16c30fac2f26eaf81b9,train
data/raw/cifake/real/real_cifar10_07397.png,real_cifar10_07397.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,884,0e24c64fe89872bdfacc5c0dadd9fac48507ca1bc80bbe002cc0de61271779ca,train
data/raw/cifake/real/real_cifar10_07572.png,real_cifar10_07572.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,949,b54a982932970994bdf30cce18d7ee257a8eff4dccf174d7561d989bf589282f,train
data/raw/cifake/real/real_cifar10_06002.png,real_cifar10_06002.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,850,4ed4bb8ec84252f25d60577acfaae6302002c721b7a5e7a9fb9c2d2a1ca21f5d,train
data/raw/cifake/real/real_cifar10_00314.png,real_cifar10_00314.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,864,49be1b34cd2d1469391d0f45c7a78e84a135b53c6ed0022dde25b4bae6bfb51c,train
data/raw/cifake/real/real_cifar10_05248.png,real_cifar10_05248.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,917,2443a4971529fc14ba83ba3de14197032b48b7bb7796d8a60de2d18afba45aa6,train
data/raw/cifake/real/real_cifar10_01564.png,real_cifar10_01564.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,893,687cf4c5481035ff68fe2086e9370b940cf3852f3e175b33692ef67da23fd6ab,train
data/raw/cifake/real/real_cifar10_03977.png,real_cifar10_03977.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,886,8469676de73415fa828858bc1a9c122fefee2ba59e6430c979d543d636692f7f,train
data/raw/cifake/real/real_cifar10_04431.png,real_cifar10_04431.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,951,d822109a3e377fa834e8fab8dd2f1e04be539d65589c1132fb0ee050e3d8e3f9,train
data/raw/cifake/real/real_cifar10_05002.png,real_cifar10_05002.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,872,61b29036eb7b5e07372ac090c59418e6392b651cdbb01b00663cbc27869afd9a,train
data/raw/cifake/real/real_cifar10_01258.png,real_cifar10_01258.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,851,b434230af50b0fb61510bd36c3156fe128797bf627d0ec8e61fe8d57864075b9,train
data/raw/cifake/real/real_cifar10_07104.png,real_cifar10_07104.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,873,1839f11c9bbd7fe2a928ee9b7ec3e844ad4fb6bfc9b0a8e1cab91f964bc5b853,train
data/raw/cifake/real/real_cifar10_07899.png,real_cifar10_07899.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,987,b1c0a852ceb003645b6d9e339fab549b0777b57fa8c8df963005f5291749cad4,train
data/raw/cifake/real/real_cifar10_00234.png,real_cifar10_00234.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,936,52b706a0b67dc99abc981ad46a1aff5aa96d2fddb9e3f343c65eac819006a01e,train
data/raw/cifake/real/real_cifar10_01238.png,real_cifar10_01238.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,899,feed3a9c3b4743a4cb2befa6ed77eb9a602f07f913da7c82868d6250fbf7593c,train
data/raw/cifake/real/real_cifar10_00680.png,real_cifar10_00680.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,900,098ac96c2199fe25b41b7351240fbf23e90baff20bde2863477fa38074294234,train
data/raw/cifake/real/real_cifar10_01802.png,real_cifar10_01802.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,893,36b1ea1cdceb017d4a891cfa093ff3e38ddde67a882ec79b83ccd910a376c345,train
data/raw/cifake/real/real_cifar10_06482.png,real_cifar10_06482.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,865,37864ecb7dd49ecbd0cede30922a4cce28127c825e2db41b5ca01b3ecb062fcc,train
data/raw/cifake/real/real_cifar10_00102.png,real_cifar10_00102.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,882,11d92039feed9d69997605db1faa17ae82aa03467bc88569d50b3e9240373f42,train
data/raw/cifake/real/real_cifar10_07258.png,real_cifar10_07258.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,995,63ae03e9ed5f48569688b635f347bea360240e777686788f65145f3272fc5de6,train
data/raw/cifake/real/real_cifar10_06162.png,real_cifar10_06162.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,886,5d40f8c1a92b9ba441773c4a5f77f6b432aefd482ab8bc283350b06b2f693644,train
data/raw/cifake/real/real_cifar10_02749.png,real_cifar10_02749.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,818,10728cb92194a0b35760261a38da9f759c4519cd4583b038474288eb06a6bff4,train
data/raw/cifake/real/real_cifar10_05454.png,real_cifar10_05454.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,929,906797c528fa7a5e85ae2a9cb4ed86686bf8c7651d7f9e51f435d1b5c7155d39,train
data/raw/cifake/real/real_cifar10_03130.png,real_cifar10_03130.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,962,fc085b1a422702cb13c6c51fbaf3bdc08c31045474a3be2613320997383772b8,train
data/raw/cifake/real/real_cifar10_05668.png,real_cifar10_05668.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,880,bb1b547428f4a026976749d4eacdc7ce2e40b3274ec0e6d619e860175b3095ca,train
data/raw/cifake/real/real_cifar10_03324.png,real_cifar10_03324.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,842,0b13df5836c70f8375c3696639981128de64d6a8027eb817dd3f27f8b9af7a4c,train
data/raw/cifake/real/real_cifar10_05967.png,real_cifar10_05967.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,928,0c5c411f4f8aa34083d099bd132704ede31df27049390af8a55d9077bf079e5b,train
data/raw/cifake/real/real_cifar10_03363.png,real_cifar10_03363.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,903,9f2a41d3ac6bdb5cab75e406754e4000d90190cafa2ee2930ecc94be500587a1,train
data/raw/cifake/real/real_cifar10_05340.png,real_cifar10_05340.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,980,e50bc747ba4eb5143abdb0353df3580d412f21db6575c5d59d8e97c719411908,train
data/raw/cifake/real/real_cifar10_06368.png,real_cifar10_06368.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,808,d717815cdba36c273425a3777a1dfe3bfde19e7bf078b6f48c7ddc083179b1bf,train
data/raw/cifake/real/real_cifar10_05928.png,real_cifar10_05928.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,997,ab0e9294e5bf891e5a3e84bcbf2bfcebd3b2bac16ab5e7a5d45a77c16f876ed2,train
data/raw/cifake/real/real_cifar10_07952.png,real_cifar10_07952.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,939,c9429f868e855f58bf620cc2ac58d0467b3a05bb1ec7b9c3f7cf0077893a409b,train
data/raw/cifake/real/real_cifar10_00010.png,real_cifar10_00010.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,999,d26b47a69eba2e902c7122cbbca3321d16bdbacafc15f03d7c4c34660bd85db7,train
data/raw/cifake/real/real_cifar10_01622.png,real_cifar10_01622.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,942,52534311e0c8f1d4662d168895d0433691bcbe727afadc84c62e10f25288838b,train
data/raw/cifake/real/real_cifar10_04399.png,real_cifar10_04399.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,826,103ab3eb011f4074ecfdbccedd1fc30c5855b630f9ba7c8d7ad7016701276ede,train
data/raw/cifake/real/real_cifar10_05678.png,real_cifar10_05678.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,958,a06aa60398e82216ff04a8ac9b4df33b123c02a52b812bd29de37a4715840a2d,train
data/raw/cifake/real/real_cifar10_02694.png,real_cifar10_02694.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,928,77e93c0de0cafebf140aa078e84ebfcee559b86c1806a164ac2172f7a3072306,train
data/raw/cifake/real/real_cifar10_04793.png,real_cifar10_04793.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,880,92e1dced4c8d9c04cfa4e3f253bea38bee30c2985dbc49a6ca96c9ad6a1a479d,train
data/raw/cifake/real/real_cifar10_06691.png,real_cifar10_06691.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,970,b049f349b32aaf1856d7dfa526d4bcf0928f8592068d645d7abbf3cd6c4337e4,train
data/raw/cifake/real/real_cifar10_07245.png,real_cifar10_07245.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,953,00bc916a4ab4c4510cee53bfdd366933a1d022c7a4d257abb2df19dd1b1ed456,train
data/raw/cifake/real/real_cifar10_04762.png,real_cifar10_04762.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,842,76c899f5a98ef7720778f0f8075f996dd4c093952ca8c4166b61f8d6bd5410df,train
data/raw/cifake/real/real_cifar10_02137.png,real_cifar10_02137.png,0,real,CIFAKE,CIFAKE-CIFAR10,real_cifar10,real_camera,test,32,32,JPEG,1002,9b4c37829f63063bdc10c376592ebbf313eed424da3abd7dbe07e0ed3116c059,train
