filename,label_str,label,generator,source_dataset,split,image_path,split_path,image_width,image_height,channels,file_format,sha256
real_imagenet_adm_n01631663_13616.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01631663_13616.JPEG,data/splits/train/real/real_imagenet_adm_n01631663_13616.JPEG,192,240,3,JPEG,fb52d940d621636171d4f122698f77c229f6a7fd3aea79211815280d878e9143
real_imagenet_adm_n01632458_9480.JPEG,real,0,real_imagenet,ImageNet-1K,test,data/raw/real/real_imagenet_adm_n01632458_9480.JPEG,data/splits/test/real/real_imagenet_adm_n01632458_9480.JPEG,500,333,3,JPEG,6eb35bf7e510acb9bc629f833befbe3140128db15496db98bd9e406fa5aab404
real_imagenet_adm_n01632777_17127.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01632777_17127.JPEG,data/splits/train/real/real_imagenet_adm_n01632777_17127.JPEG,1000,672,3,JPEG,e0df9a87d55e8a10a8fe53a3791b6a0a58bb9e8feac2b822d3a29b36583b55ba
real_imagenet_adm_n01644373_13958.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01644373_13958.JPEG,data/splits/train/real/real_imagenet_adm_n01644373_13958.JPEG,550,413,3,JPEG,38632599c6171459c9f0105af11c50a23ab60ea73e8e0ac45b1254fabab4e437
real_imagenet_adm_n01644900_2703.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01644900_2703.JPEG,data/splits/train/real/real_imagenet_adm_n01644900_2703.JPEG,1000,667,3,JPEG,341d5924ae478772cfce7b12097660fe4dcb6772e2c1e9b9e71e4c3ff3163106
real_imagenet_adm_n01664065_15785.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01664065_15785.JPEG,data/splits/train/real/real_imagenet_adm_n01664065_15785.JPEG,500,375,3,JPEG,269bc21b5bd8f35018c2b0c30dcbd47e125e8f7c409cbaeedc19ecf2977d887b
real_imagenet_adm_n01665541_7401.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01665541_7401.JPEG,data/splits/train/real/real_imagenet_adm_n01665541_7401.JPEG,500,334,3,JPEG,5812b5be0f9048fe6b088670295dd60e013d9047bbe4fe31675f4f7aba5d7e94
real_imagenet_adm_n01667114_11741.JPEG,real,0,real_imagenet,ImageNet-1K,test,data/raw/real/real_imagenet_adm_n01667114_11741.JPEG,data/splits/test/real/real_imagenet_adm_n01667114_11741.JPEG,640,445,3,JPEG,5f3a098082165b63c26ddaf40081eef1e664456a07fd6a01011eae7290b7e72f
real_imagenet_adm_n01667114_4479.JPEG,real,0,real_imagenet,ImageNet-1K,test,data/raw/real/real_imagenet_adm_n01667114_4479.JPEG,data/splits/test/real/real_imagenet_adm_n01667114_4479.JPEG,500,375,3,JPEG,9bada77e32c5c61032441cccfbd081ac7a4c7729a7c3e46605ae7136a660069b
real_imagenet_adm_n01669191_2612.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01669191_2612.JPEG,data/splits/train/real/real_imagenet_adm_n01669191_2612.JPEG,500,333,3,JPEG,2831dcde577f6e716543aca096bafc8c7de501e1d6aaa55feeb77b412f904b08
real_imagenet_adm_n01669191_7859.JPEG,real,0,real_imagenet,ImageNet-1K,validation,data/raw/real/real_imagenet_adm_n01669191_7859.JPEG,data/splits/validation/real/real_imagenet_adm_n01669191_7859.JPEG,500,400,3,JPEG,dd96d6f02f29477aa354aea9291f062a3ffc2eeb7457262c759dc5a6d822944d
real_imagenet_adm_n01675722_10612.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01675722_10612.JPEG,data/splits/train/real/real_imagenet_adm_n01675722_10612.JPEG,320,240,3,JPEG,ccd51862cee696d09009fe12f412b506f0697558749e8809ba71ae116560f4e5
real_imagenet_adm_n01675722_2469.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01675722_2469.JPEG,data/splits/train/real/real_imagenet_adm_n01675722_2469.JPEG,190,124,3,JPEG,c6e8a82abc81226de7a4b6aa6ce7293a97a9cb9e63b0295b855459ad5a2bf7ee
real_imagenet_adm_n01675722_3878.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01675722_3878.JPEG,data/splits/train/real/real_imagenet_adm_n01675722_3878.JPEG,500,333,3,JPEG,81e3872e4e29d714860e8a3fb6f1b88ed1b90383650f798369156614bc5e0900
real_imagenet_adm_n01682714_5161.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01682714_5161.JPEG,data/splits/train/real/real_imagenet_adm_n01682714_5161.JPEG,375,500,3,JPEG,3bc44de180c4d39d20f18b27d4526034f0f7a88caca778fa23a8ec708a91888d
real_imagenet_adm_n01685808_2167.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01685808_2167.JPEG,data/splits/train/real/real_imagenet_adm_n01685808_2167.JPEG,500,357,3,JPEG,9b9a3e081f6cd283d2b01bc41fcb6117240ccb5d909bb88650702018976f011f
real_imagenet_adm_n01685808_3969.JPEG,real,0,real_imagenet,ImageNet-1K,test,data/raw/real/real_imagenet_adm_n01685808_3969.JPEG,data/splits/test/real/real_imagenet_adm_n01685808_3969.JPEG,600,383,3,JPEG,dfdc33e4539a0dc076905d739b2cca08f0f86333a4af97b30dc964b5c3c61a08
real_imagenet_adm_n01685808_5413.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01685808_5413.JPEG,data/splits/train/real/real_imagenet_adm_n01685808_5413.JPEG,328,500,3,JPEG,386103b76eb3ef248e63753cb9011e9203aa7548a7c9e66b0699d082474d8dce
real_imagenet_adm_n01685808_7754.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01685808_7754.JPEG,data/splits/train/real/real_imagenet_adm_n01685808_7754.JPEG,800,548,3,JPEG,1b2ad9311f3ab1409fd10d0fa38346ea32739c71f9cf96fac76dc727fcd30a9e
real_imagenet_adm_n01689811_4119.JPEG,real,0,real_imagenet,ImageNet-1K,validation,data/raw/real/real_imagenet_adm_n01689811_4119.JPEG,data/splits/validation/real/real_imagenet_adm_n01689811_4119.JPEG,435,500,3,JPEG,c0897cd561773405584383433fbe59b17f43f8c0cbf3e7fa89dbcbf286abd011
real_imagenet_adm_n01689811_9443.JPEG,real,0,real_imagenet,ImageNet-1K,validation,data/raw/real/real_imagenet_adm_n01689811_9443.JPEG,data/splits/validation/real/real_imagenet_adm_n01689811_9443.JPEG,500,333,3,JPEG,2270cf688bdf6099b48323fe23a1dbb11286cfcc96f9a73db553ef674714dd01
real_imagenet_adm_n01692333_18088.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01692333_18088.JPEG,data/splits/train/real/real_imagenet_adm_n01692333_18088.JPEG,333,500,3,JPEG,b254b3a5c130b14f8c43019db40c17bae90479d4ffbd4142febdae9989073f3e
real_imagenet_adm_n01692333_7082.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01692333_7082.JPEG,data/splits/train/real/real_imagenet_adm_n01692333_7082.JPEG,526,400,3,JPEG,0a2345de67c5aa8a6a2cbb9e2abccab66f1c09f30e9e89de65bbb5ddef5f2825
real_imagenet_adm_n01693334_5472.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01693334_5472.JPEG,data/splits/train/real/real_imagenet_adm_n01693334_5472.JPEG,500,500,3,JPEG,4aaadc5788512b69944e9883a0060fcb90e63c3aa8a28ee891631841a4fe8225
real_imagenet_adm_n01693334_8750.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01693334_8750.JPEG,data/splits/train/real/real_imagenet_adm_n01693334_8750.JPEG,500,414,3,JPEG,406a5ac2698aaaae73e5dcb70620a25fd2886743af85ab8112c44280ed3aa7e1
real_imagenet_adm_n01693334_9260.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01693334_9260.JPEG,data/splits/train/real/real_imagenet_adm_n01693334_9260.JPEG,500,375,3,JPEG,8cdb2ed8fb7c664bb466b3a041da1cc7d2d97d0cf8b6d26641031e0bf21736a8
real_imagenet_adm_n01694178_5685.JPEG,real,0,real_imagenet,ImageNet-1K,validation,data/raw/real/real_imagenet_adm_n01694178_5685.JPEG,data/splits/validation/real/real_imagenet_adm_n01694178_5685.JPEG,600,369,3,JPEG,8be1349a18f6174b3898fefbc1346094214f5038841c7fd348ada8e0ee116d5a
real_imagenet_adm_n01694178_593.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01694178_593.JPEG,data/splits/train/real/real_imagenet_adm_n01694178_593.JPEG,500,300,3,JPEG,603ea587d775c59c3fcd49cec7cda7a0e9308ce4bd6b037a9144c28572e9a011
real_imagenet_adm_n01694178_5981.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01694178_5981.JPEG,data/splits/train/real/real_imagenet_adm_n01694178_5981.JPEG,263,180,3,JPEG,14f79be304cfb5d3a50000060fc10834071368ceed8559f3d4d953fe38d9cfa3
real_imagenet_adm_n01695060_918.JPEG,real,0,real_imagenet,ImageNet-1K,test,data/raw/real/real_imagenet_adm_n01695060_918.JPEG,data/splits/test/real/real_imagenet_adm_n01695060_918.JPEG,500,375,3,JPEG,1fadaf2fdd6565efc83fd3d1a64c80dc294c67a01f87182048ce47dcd925fd32
real_imagenet_adm_n01728572_3376.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01728572_3376.JPEG,data/splits/train/real/real_imagenet_adm_n01728572_3376.JPEG,432,324,3,JPEG,4b10dcf17c5220f952732a468262186b1b65c768f7db4ead68adaeecb476ea37
real_imagenet_adm_n01728920_10776.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01728920_10776.JPEG,data/splits/train/real/real_imagenet_adm_n01728920_10776.JPEG,601,453,3,JPEG,dc1e52c7abbc804ec41249742e635e68591af79afd2297c85c29e9d54c6d11c8
real_imagenet_adm_n01728920_1203.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01728920_1203.JPEG,data/splits/train/real/real_imagenet_adm_n01728920_1203.JPEG,640,350,3,JPEG,db9bb02e78efdc93cbe93bb922ee1b815ad29db7575f5ae323d4427c14c16ed6
real_imagenet_adm_n01728920_9428.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01728920_9428.JPEG,data/splits/train/real/real_imagenet_adm_n01728920_9428.JPEG,500,375,3,JPEG,ba5e58a584a8f8c3994ad11d69928d0fc5af7bc64e95a848cfd0c06d71528b11
real_imagenet_adm_n01729322_16573.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01729322_16573.JPEG,data/splits/train/real/real_imagenet_adm_n01729322_16573.JPEG,500,333,3,JPEG,ce5fda1f5988b1cde972759ef5a6e6f91289deaea532fac2243d17dd2435ce92
real_imagenet_adm_n01729322_5407.JPEG,real,0,real_imagenet,ImageNet-1K,validation,data/raw/real/real_imagenet_adm_n01729322_5407.JPEG,data/splits/validation/real/real_imagenet_adm_n01729322_5407.JPEG,500,375,3,JPEG,9df32a24d91096ac067b88cd8de403fe1d66b34ec3df6b7cafb75012f22e87a0
real_imagenet_adm_n01737021_13186.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01737021_13186.JPEG,data/splits/train/real/real_imagenet_adm_n01737021_13186.JPEG,500,335,3,JPEG,ce2f24e198b27eb4dd4db4b7434411c52ecba01ac19eeb0b9a3de6319a7477db
real_imagenet_adm_n01739381_3918.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01739381_3918.JPEG,data/splits/train/real/real_imagenet_adm_n01739381_3918.JPEG,500,333,3,JPEG,5bd6d725c3e6c6f587f5c4a61ab1fae68cad6696dfa8b23fe38f6b75b7c19ddc
real_imagenet_adm_n01739381_8060.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01739381_8060.JPEG,data/splits/train/real/real_imagenet_adm_n01739381_8060.JPEG,500,334,3,JPEG,4968132ea1e14dc7419329a7e006918e471735459cff33749e2f81869a13e715
real_imagenet_adm_n01744401_28581.JPEG,real,0,real_imagenet,ImageNet-1K,validation,data/raw/real/real_imagenet_adm_n01744401_28581.JPEG,data/splits/validation/real/real_imagenet_adm_n01744401_28581.JPEG,240,145,3,JPEG,c776871de51d203eb84ece4ea6a32c8813f139f8b36401be82b276de941895e3
real_imagenet_adm_n01749939_1527.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01749939_1527.JPEG,data/splits/train/real/real_imagenet_adm_n01749939_1527.JPEG,500,333,3,JPEG,dbdfbd1bd9f332308069c0bbad91e787bf5737d2adbedac3ef4cb1feff21bec5
real_imagenet_adm_n01749939_823.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01749939_823.JPEG,data/splits/train/real/real_imagenet_adm_n01749939_823.JPEG,510,383,3,JPEG,dc7f3559707d95d76c42d09c3bc7c6a32bb10bba7345328b0b0214b2381d18de
real_imagenet_adm_n01751748_3693.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01751748_3693.JPEG,data/splits/train/real/real_imagenet_adm_n01751748_3693.JPEG,500,375,3,JPEG,f0e4da98fd98bc865ee7c16c514eef2a9e6a848c05b3ac5453469c8c48f6147d
real_imagenet_adm_n01751748_4969.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01751748_4969.JPEG,data/splits/train/real/real_imagenet_adm_n01751748_4969.JPEG,500,360,3,JPEG,35e6ebe08229de4c0e69f83a7b44777bf5f0df3ec64e17893b86644905ba08a1
real_imagenet_adm_n01751748_8112.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01751748_8112.JPEG,data/splits/train/real/real_imagenet_adm_n01751748_8112.JPEG,500,375,3,JPEG,e9ebc73b032703a684986eb360d9a24b9dfa39ccab3e748db76b40de95c2f816
real_imagenet_adm_n01753488_10970.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01753488_10970.JPEG,data/splits/train/real/real_imagenet_adm_n01753488_10970.JPEG,500,332,3,JPEG,7eb69b3fef4df0d938b394f164a6de6358ee97fb5a887087470f5d40184dca85
real_imagenet_adm_n01753488_506.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01753488_506.JPEG,data/splits/train/real/real_imagenet_adm_n01753488_506.JPEG,200,100,3,JPEG,9165fe8e2d7ec9f6bc9f7052206b268463903389574105d41a5089c139fa39ee
real_imagenet_adm_n01753488_9529.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01753488_9529.JPEG,data/splits/train/real/real_imagenet_adm_n01753488_9529.JPEG,160,120,3,JPEG,945140bda768a9e3611b3cda66aa199c913ce05338f4723f6efe5c9ec75464c8
real_imagenet_adm_n01768244_8081.JPEG,real,0,real_imagenet,ImageNet-1K,test,data/raw/real/real_imagenet_adm_n01768244_8081.JPEG,data/splits/test/real/real_imagenet_adm_n01768244_8081.JPEG,500,369,3,JPEG,331727fa6ab7cc8803b36f323f93a1dda45afc2a4d853fdd5e087ab4ea272c3a
real_imagenet_adm_n01770081_10110.JPEG,real,0,real_imagenet,ImageNet-1K,validation,data/raw/real/real_imagenet_adm_n01770081_10110.JPEG,data/splits/validation/real/real_imagenet_adm_n01770081_10110.JPEG,980,698,3,JPEG,2403c3e3641ae32c9a5692f3eb8559833bb12e083d693f6047ad5681164a3e2b
real_imagenet_adm_n01770081_5718.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01770081_5718.JPEG,data/splits/train/real/real_imagenet_adm_n01770081_5718.JPEG,500,354,3,JPEG,9e112b3862f722e524b2b8a3decf25c243ad0a49c2fdd32a28b8c37087d5ba79
real_imagenet_adm_n01770393_18218.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01770393_18218.JPEG,data/splits/train/real/real_imagenet_adm_n01770393_18218.JPEG,500,333,3,JPEG,6747abc62cbceb1e54b882baaaf8362da47152cbb8296dbe3ae1a7f633f7c8bc
real_imagenet_adm_n01773157_7549.JPEG,real,0,real_imagenet,ImageNet-1K,validation,data/raw/real/real_imagenet_adm_n01773157_7549.JPEG,data/splits/validation/real/real_imagenet_adm_n01773157_7549.JPEG,500,333,3,JPEG,8e4144bc07a1c50e33204ba6e902d035600516b75116920c4d286541b646f4c9
real_imagenet_adm_n01773549_3392.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01773549_3392.JPEG,data/splits/train/real/real_imagenet_adm_n01773549_3392.JPEG,367,500,3,JPEG,490ba801a10e7f910b0f0c82db69259cc95aaea9954b3db722e176c5759df52f
real_imagenet_adm_n01773797_1825.JPEG,real,0,real_imagenet,ImageNet-1K,train,data/raw/real/real_imagenet_adm_n01773797_1825.JPEG,data/splits/train/real/real_imagenet_adm_n01773797_1825.JPEG,500,361,3,JPEG,5e85932fe79c40142e321411bae78b27e77f5964fb58b9b79e9e6e9f9cca4c51
