image_path,filename,label,label_str,dataset_name,source,generator,generator_family,original_dataset_split,width,height,file_format,file_size,sha256
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_01392.png,synthetic_stable_diffusion_v1_4_01392.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,874,51a2e6000631936e6e8d7f28f36aa76c25785bf7a6b38e2a44aad8fe5f87c0c3
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_05562.png,synthetic_stable_diffusion_v1_4_05562.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,874,51a2e6000631936e6e8d7f28f36aa76c25785bf7a6b38e2a44aad8fe5f87c0c3
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_02075.png,synthetic_stable_diffusion_v1_4_02075.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,974,53599207aeb94d903fd3624617bdb08a99072ca8eb03c86bb3a176c0274e5edb
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_06085.png,synthetic_stable_diffusion_v1_4_06085.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,974,53599207aeb94d903fd3624617bdb08a99072ca8eb03c86bb3a176c0274e5edb
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_01685.png,synthetic_stable_diffusion_v1_4_01685.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,901,56a7694535ca7c789239c4bfd38e474838ecea4f580c56bed7e4cbd44fc77e87
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_07215.png,synthetic_stable_diffusion_v1_4_07215.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,901,56a7694535ca7c789239c4bfd38e474838ecea4f580c56bed7e4cbd44fc77e87
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_01846.png,synthetic_stable_diffusion_v1_4_01846.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,964,63d55c8f6c649d98c085c8cac37cbc06ba1ced5c5a026a44fbcb4e2eb84fcb5d
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_01946.png,synthetic_stable_diffusion_v1_4_01946.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,964,63d55c8f6c649d98c085c8cac37cbc06ba1ced5c5a026a44fbcb4e2eb84fcb5d
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_03732.png,synthetic_stable_diffusion_v1_4_03732.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,837,6817a6c3e1da8ae2f2f312798ee9d0dbbfbf1a9d369cd74069a8f4db2d30057a
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_07772.png,synthetic_stable_diffusion_v1_4_07772.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,837,6817a6c3e1da8ae2f2f312798ee9d0dbbfbf1a9d369cd74069a8f4db2d30057a
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_04556.png,synthetic_stable_diffusion_v1_4_04556.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,874,6d8b2a37029849f500ee040bf9a5a1bda56909401190bc3785eadd40d287059a
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_06406.png,synthetic_stable_diffusion_v1_4_06406.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,874,6d8b2a37029849f500ee040bf9a5a1bda56909401190bc3785eadd40d287059a
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_02072.png,synthetic_stable_diffusion_v1_4_02072.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,895,7441cd48fb32c6bdc51994ae570df2f10cb11a3adc813c5b0752520722151329
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_03052.png,synthetic_stable_diffusion_v1_4_03052.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,895,7441cd48fb32c6bdc51994ae570df2f10cb11a3adc813c5b0752520722151329
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_01282.png,synthetic_stable_diffusion_v1_4_01282.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,829,7d5756eaca8e48bd5fae1e1039d57bf12237e8b13895904517deabe173ef7bb7
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_01852.png,synthetic_stable_diffusion_v1_4_01852.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,829,7d5756eaca8e48bd5fae1e1039d57bf12237e8b13895904517deabe173ef7bb7
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_03865.png,synthetic_stable_diffusion_v1_4_03865.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,975,848edb09c08b952f41d32bc290773a3703bdd92a0e091516ffc1b1ccc34a2f9e
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_06885.png,synthetic_stable_diffusion_v1_4_06885.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,975,848edb09c08b952f41d32bc290773a3703bdd92a0e091516ffc1b1ccc34a2f9e
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_02176.png,synthetic_stable_diffusion_v1_4_02176.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,913,9c7e93f44a4c86b650ff9f40d6828ea3d6c66f8242522134d3f03d39cbc9bf5d
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_02256.png,synthetic_stable_diffusion_v1_4_02256.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,913,9c7e93f44a4c86b650ff9f40d6828ea3d6c66f8242522134d3f03d39cbc9bf5d
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_04826.png,synthetic_stable_diffusion_v1_4_04826.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,887,9edc3da6316b987e34b306781ea61b9b38c739f799cf82a389a468de77b2b1f6
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_05056.png,synthetic_stable_diffusion_v1_4_05056.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,887,9edc3da6316b987e34b306781ea61b9b38c739f799cf82a389a468de77b2b1f6
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_00375.png,synthetic_stable_diffusion_v1_4_00375.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,1033,c2281118849a24ac744aea205217d731bc1eed12bb15ca098825b211d582fa32
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_04445.png,synthetic_stable_diffusion_v1_4_04445.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,1033,c2281118849a24ac744aea205217d731bc1eed12bb15ca098825b211d582fa32
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_01455.png,synthetic_stable_diffusion_v1_4_01455.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,1006,d5b0e6852136ced1c6b911a95599c2b7cb5b80e3f2b98d8065a1c84122587d3b
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_07685.png,synthetic_stable_diffusion_v1_4_07685.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,1006,d5b0e6852136ced1c6b911a95599c2b7cb5b80e3f2b98d8065a1c84122587d3b
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_04122.png,synthetic_stable_diffusion_v1_4_04122.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,841,e5e9b088bcc078db3ed7a251c337389370bf7cdafc4852a111b35cbff7a7ecfc
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_07932.png,synthetic_stable_diffusion_v1_4_07932.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,841,e5e9b088bcc078db3ed7a251c337389370bf7cdafc4852a111b35cbff7a7ecfc
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_00865.png,synthetic_stable_diffusion_v1_4_00865.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,909,f3fa26eef9a59d876fadf6f3b090d157932f1fda4fe6d25b955ccc62f227e172
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_04895.png,synthetic_stable_diffusion_v1_4_04895.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,909,f3fa26eef9a59d876fadf6f3b090d157932f1fda4fe6d25b955ccc62f227e172
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_04936.png,synthetic_stable_diffusion_v1_4_04936.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,1056,f690588e7fd4b7aa907c9d73eebbf6f8de5089c1e3d407a12cf6e5872be83ef4
data/raw/cifake/synthetic/synthetic_stable_diffusion_v1_4_06286.png,synthetic_stable_diffusion_v1_4_06286.png,1,synthetic,CIFAKE,CIFAKE-SD14,stable_diffusion_v1_4,latent_diffusion,test,32,32,JPEG,1056,f690588e7fd4b7aa907c9d73eebbf6f8de5089c1e3d407a12cf6e5872be83ef4
